festival_name,alternate_names,category,season_month,date_range,states_regions,cities_markets,cultural_significance,rituals,customer_behavior,demand_level,peak_period,product_categories,service_categories,merchant_type,customer_segment,payment_behavior,offers,payment_incentives,marketing_opportunity,inventory_needs,staffing_needs,logistics_needs,business_risks,merchant_scenario,recommended_action,confidence,reason
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Lucknow,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Advance purchases rise before the main ritual day,High,3-7 days before Holi and Holi day,fashion: white/comfortable casual wear,digital payments,jewellery store,families,Digital payments increase during peak hours; contactless/card usage for premium purchases,Festival bundle discount with minimum order value,Small instant discount for digital payment,Geo-target Lucknow customers with festival-specific messaging for white/comfortable casual wear; start before the peak window.,Prioritize white/comfortable casual wear; maintain safety stock and faster replenishment during peak days.,"Cross-train staff for billing, packing and customer support",Increase last-mile capacity and packing material,Demand spikes causing queueing and delivery delays,Synthetic/example scenario: A jewellery store in Lucknow sees rising white/comfortable casual wear demand from families customers.,Use targeted local messaging in Lucknow and promote white/comfortable casual wear 5-7 days early,0.96,"Synthetic example: Holi demand in Lucknow typically concentrates around 3-7 days before holi and holi day, with digital payments increase during peak hours; contactless/card usage for premium purchases; white/comfortable casual wear is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Lucknow,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Peak-hour walk-ins and quick digital orders increase,High,3-7 days before Holi and Holi day,"restaurants: thandai, snacks and festive meals",event catering,fashion retailer,premium shoppers,High UPI usage for small and medium tickets; cash remains relevant for local purchases,Buy-more-save-more on festive essentials,Higher loyalty points for UPI transactions,"Geo-target Lucknow customers with festival-specific messaging for thandai, snacks and festive meals; start before the peak window.","Prioritize thandai, snacks and festive meals; maintain safety stock and faster replenishment during peak days.","Cross-train staff for billing, packing and customer support",Increase last-mile capacity and packing material,Stockouts on fast-moving SKUs and late replenishment,"Synthetic/example scenario: A fashion retailer in Lucknow sees rising thandai, snacks and festive meals demand from premium shoppers customers.","Create a festival bundle around thandai, snacks and festive meals with a digital-payment incentive",0.87,"Synthetic example: Holi demand in Lucknow typically concentrates around 3-7 days before holi and holi day, with high upi usage for small and medium tickets; cash remains relevant for local purchases; thandai, snacks and festive meals is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Chandigarh,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Peak-hour walk-ins and quick digital orders increase,High,Early planning window; 10-15 days before festival,beauty: organic colors and skin-care products,food delivery,fashion retailer,tourists/travellers,UPI dominates quick purchases; cards used for higher-value orders,Free delivery above a threshold,UPI cashback or merchant-funded QR incentive,Geo-target Chandigarh customers with festival-specific messaging for organic colors and skin-care products; start before the peak window.,Prioritize organic colors and skin-care products; maintain safety stock and faster replenishment during peak days.,"Cross-train staff for billing, packing and customer support",Increase last-mile capacity and packing material,Stockouts on fast-moving SKUs and late replenishment,Synthetic/example scenario: A fashion retailer in Chandigarh sees rising organic colors and skin-care products demand from tourists/travellers customers.,Create a festival bundle around organic colors and skin-care products with a digital-payment incentive,0.94,"Synthetic example: Holi demand in Chandigarh typically concentrates around early planning window; 10-15 days before festival, with upi dominates quick purchases; cards used for higher-value orders; organic colors and skin-care products is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Lucknow,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Gift-oriented and convenience-driven purchases increase,High,3-7 days before Holi and Holi day,events: party/event supplies,travel booking,neighbourhood retailer,budget-conscious shoppers,UPI dominates quick purchases; cards used for higher-value orders,Festival bundle discount with minimum order value,Small instant discount for digital payment,Geo-target Lucknow customers with festival-specific messaging for party/event supplies; start before the peak window.,Prioritize party/event supplies; maintain safety stock and faster replenishment during peak days.,Add 1-2 sales/counter staff during peak hours,Pre-book local delivery slots and optimize routes,Demand spikes causing queueing and delivery delays,Synthetic/example scenario: A neighbourhood retailer in Lucknow sees rising party/event supplies demand from budget-conscious shoppers customers.,Create a festival bundle around party/event supplies with a digital-payment incentive,0.93,"Synthetic example: Holi demand in Lucknow typically concentrates around 3-7 days before holi and holi day, with mixed cash and upi; customers use qr payments at neighbourhood merchants; party/event supplies is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Mathura-Vrindavan,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Bulk buying and family-oriented shopping increases,High,3-7 days before Holi and Holi day,"restaurants: thandai, snacks and festive meals",laundry/cleaning,electronics retailer,local communities,High UPI usage for small and medium tickets; cash remains relevant for local purchases,Buy-more-save-more on festive essentials,Free add-on for orders paid digitally,"Geo-target Mathura-Vrindavan customers with festival-specific messaging for thandai, snacks and festive meals; start before the peak window.","Prioritize thandai, snacks and festive meals; maintain safety stock and faster replenishment during peak days.","Cross-train staff for billing, packing and customer support",Coordinate supplier replenishment before peak days,Cash-handling and reconciliation issues during peak hours,"Synthetic/example scenario: A electronics retailer in Mathura-Vrindavan sees rising thandai, snacks and festive meals demand from local communities customers.","Create a festival bundle around thandai, snacks and festive meals with a digital-payment incentive",0.9,"Synthetic example: Holi demand in Mathura-Vrindavan typically concentrates around 3-7 days before holi and holi day, with digital payments increase during peak hours; contactless/card usage for premium purchases; thandai, snacks and festive meals is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Chandigarh,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Bulk buying and family-oriented shopping increases,High,3-7 days before Holi and Holi day,"restaurants: thandai, snacks and festive meals",digital payments,jewellery store,office-goers,Digital payments increase during peak hours; contactless/card usage for premium purchases,Free delivery above a threshold,Higher loyalty points for UPI transactions,"Geo-target Chandigarh customers with festival-specific messaging for thandai, snacks and festive meals; start before the peak window.","Prioritize thandai, snacks and festive meals; maintain safety stock and faster replenishment during peak days.",Add 1-2 sales/counter staff during peak hours,Coordinate supplier replenishment before peak days,Stockouts on fast-moving SKUs and late replenishment,"Synthetic/example scenario: A jewellery store in Chandigarh sees rising thandai, snacks and festive meals demand from office-goers customers.","Create a festival bundle around thandai, snacks and festive meals with a digital-payment incentive",0.96,"Synthetic example: Holi demand in Chandigarh typically concentrates around 3-7 days before holi and holi day, with high upi usage for small and medium tickets; cash remains relevant for local purchases; thandai, snacks and festive meals is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Chandigarh,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Gift-oriented and convenience-driven purchases increase,High,3-7 days before Holi and Holi day,events: party/event supplies,laundry/cleaning,restaurant,migrant households,UPI dominates quick purchases; cards used for higher-value orders,Buy-more-save-more on festive essentials,Small instant discount for digital payment,Geo-target Chandigarh customers with festival-specific messaging for party/event supplies; start before the peak window.,Prioritize party/event supplies; maintain safety stock and faster replenishment during peak days.,Add 1-2 sales/counter staff during peak hours,Increase last-mile capacity and packing material,Cash-handling and reconciliation issues during peak hours,Synthetic/example scenario: A restaurant in Chandigarh sees rising party/event supplies demand from migrant households customers.,Increase party/event supplies inventory by 20-35% and set a daily reorder threshold,0.94,"Synthetic example: Holi demand in Chandigarh typically concentrates around 3-7 days before holi and holi day, with upi dominates quick purchases; cards used for higher-value orders; party/event supplies is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Delhi,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Gift-oriented and convenience-driven purchases increase,High,3-7 days before Holi and Holi day,events: party/event supplies,event catering,electronics retailer,budget-conscious shoppers,Mixed cash and UPI; customers use QR payments at neighbourhood merchants,5-10% category discount during peak week,Higher loyalty points for UPI transactions,Geo-target Delhi customers with festival-specific messaging for party/event supplies; start before the peak window.,Prioritize party/event supplies; maintain safety stock and faster replenishment during peak days.,"Cross-train staff for billing, packing and customer support",Coordinate supplier replenishment before peak days,Unsold seasonal inventory after the festival,Synthetic/example scenario: A electronics retailer in Delhi sees rising party/event supplies demand from budget-conscious shoppers customers.,Create a festival bundle around party/event supplies with a digital-payment incentive,0.9,"Synthetic example: Holi demand in Delhi typically concentrates around 3-7 days before holi and holi day, with mixed cash and upi; customers use qr payments at neighbourhood merchants; party/event supplies is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Chandigarh,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Gift-oriented and convenience-driven purchases increase,High,3-7 days before Holi and Holi day,grocery: gujiya ingredients and snacks,food delivery,restaurant,migrant households,High UPI usage for small and medium tickets; cash remains relevant for local purchases,Festival bundle discount with minimum order value,UPI cashback or merchant-funded QR incentive,Geo-target Chandigarh customers with festival-specific messaging for gujiya ingredients and snacks; start before the peak window.,Prioritize gujiya ingredients and snacks; maintain safety stock and faster replenishment during peak days.,Add 1-2 sales/counter staff during peak hours,Coordinate supplier replenishment before peak days,Cash-handling and reconciliation issues during peak hours,Synthetic/example scenario: A restaurant in Chandigarh sees rising gujiya ingredients and snacks demand from migrant households customers.,Offer a minimum-order free-delivery threshold and track hourly demand,0.84,"Synthetic example: Holi demand in Chandigarh typically concentrates around 3-7 days before holi and holi day, with digital payments increase during peak hours; contactless/card usage for premium purchases; gujiya ingredients and snacks is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Lucknow,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Gift-oriented and convenience-driven purchases increase,Very High,3-7 days before Holi and Holi day,travel: short-distance leisure travel,digital payments,sweet shop,office-goers,Mixed cash and UPI; customers use QR payments at neighbourhood merchants,Buy-more-save-more on festive essentials,Free add-on for orders paid digitally,Geo-target Lucknow customers with festival-specific messaging for short-distance leisure travel; start before the peak window.,Prioritize short-distance leisure travel; maintain safety stock and faster replenishment during peak days.,Add 1-2 sales/counter staff during peak hours,Coordinate supplier replenishment before peak days,Stockouts on fast-moving SKUs and late replenishment,Synthetic/example scenario: A sweet shop in Lucknow sees rising short-distance leisure travel demand from office-goers customers.,Use targeted local messaging in Lucknow and promote short-distance leisure travel 5-7 days early,0.95,"Synthetic example: Holi demand in Lucknow typically concentrates around 3-7 days before holi and holi day, with high upi usage for small and medium tickets; cash remains relevant for local purchases; short-distance leisure travel is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Lucknow,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Peak-hour walk-ins and quick digital orders increase,High,3-7 days before Holi and Holi day,"restaurants: thandai, snacks and festive meals",event catering,travel operator,young adults,UPI dominates quick purchases; cards used for higher-value orders,Buy-more-save-more on festive essentials,Small instant discount for digital payment,"Geo-target Lucknow customers with festival-specific messaging for thandai, snacks and festive meals; start before the peak window.","Prioritize thandai, snacks and festive meals; maintain safety stock and faster replenishment during peak days.",Add packing and delivery staff for peak order windows,Coordinate supplier replenishment before peak days,Demand spikes causing queueing and delivery delays,"Synthetic/example scenario: A travel operator in Lucknow sees rising thandai, snacks and festive meals demand from young adults customers.","Use targeted local messaging in Lucknow and promote thandai, snacks and festive meals 5-7 days early",0.86,"Synthetic example: Holi demand in Lucknow typically concentrates around 3-7 days before holi and holi day, with upi dominates quick purchases; cards used for higher-value orders; thandai, snacks and festive meals is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Ahmedabad,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Advance purchases rise before the main ritual day,High,3-7 days before Holi and Holi day,fashion: white/comfortable casual wear,food delivery,electronics retailer,office-goers,UPI dominates quick purchases; cards used for higher-value orders,Free delivery above a threshold,UPI cashback or merchant-funded QR incentive,Geo-target Ahmedabad customers with festival-specific messaging for white/comfortable casual wear; start before the peak window.,Prioritize white/comfortable casual wear; maintain safety stock and faster replenishment during peak days.,Add packing and delivery staff for peak order windows,Increase last-mile capacity and packing material,Unsold seasonal inventory after the festival,Synthetic/example scenario: A electronics retailer in Ahmedabad sees rising white/comfortable casual wear demand from office-goers customers.,Offer a minimum-order free-delivery threshold and track hourly demand,0.89,"Synthetic example: Holi demand in Ahmedabad typically concentrates around 3-7 days before holi and holi day, with mixed cash and upi; customers use qr payments at neighbourhood merchants; white/comfortable casual wear is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Delhi,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Customers compare prices and respond to bundles,High,3-7 days before Holi and Holi day,beauty: organic colors and skin-care products,travel booking,neighbourhood retailer,families,Mixed cash and UPI; customers use QR payments at neighbourhood merchants,Loyalty points or wallet cashback on repeat purchases,Higher loyalty points for UPI transactions,Geo-target Delhi customers with festival-specific messaging for organic colors and skin-care products; start before the peak window.,Prioritize organic colors and skin-care products; maintain safety stock and faster replenishment during peak days.,Add 1-2 sales/counter staff during peak hours,Pre-book local delivery slots and optimize routes,Price competition and promotion margin pressure,Synthetic/example scenario: A neighbourhood retailer in Delhi sees rising organic colors and skin-care products demand from families customers.,Offer a minimum-order free-delivery threshold and track hourly demand,0.86,"Synthetic example: Holi demand in Delhi typically concentrates around 3-7 days before holi and holi day, with digital payments increase during peak hours; contactless/card usage for premium purchases; organic colors and skin-care products is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Chandigarh,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Peak-hour walk-ins and quick digital orders increase,High,3-7 days before Holi and Holi day,"restaurants: thandai, snacks and festive meals",travel booking,travel operator,tourists/travellers,Digital payments increase during peak hours; contactless/card usage for premium purchases,5-10% category discount during peak week,Small instant discount for digital payment,"Geo-target Chandigarh customers with festival-specific messaging for thandai, snacks and festive meals; start before the peak window.","Prioritize thandai, snacks and festive meals; maintain safety stock and faster replenishment during peak days.","Cross-train staff for billing, packing and customer support",Increase last-mile capacity and packing material,Price competition and promotion margin pressure,"Synthetic/example scenario: A travel operator in Chandigarh sees rising thandai, snacks and festive meals demand from tourists/travellers customers.","Increase thandai, snacks and festive meals inventory by 20-35% and set a daily reorder threshold",0.8,"Synthetic example: Holi demand in Chandigarh typically concentrates around 3-7 days before holi and holi day, with high upi usage for small and medium tickets; cash remains relevant for local purchases; thandai, snacks and festive meals is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Mathura-Vrindavan,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Bulk buying and family-oriented shopping increases,High,3-7 days before Holi and Holi day,grocery: gujiya ingredients and snacks,digital payments,fashion retailer,tourists/travellers,Digital payments increase during peak hours; contactless/card usage for premium purchases,5-10% category discount during peak week,Higher loyalty points for UPI transactions,Geo-target Mathura-Vrindavan customers with festival-specific messaging for gujiya ingredients and snacks; start before the peak window.,Prioritize gujiya ingredients and snacks; maintain safety stock and faster replenishment during peak days.,"Cross-train staff for billing, packing and customer support",Increase last-mile capacity and packing material,Price competition and promotion margin pressure,Synthetic/example scenario: A fashion retailer in Mathura-Vrindavan sees rising gujiya ingredients and snacks demand from tourists/travellers customers.,Add temporary staff for peak hours and pre-book delivery capacity,0.88,"Synthetic example: Holi demand in Mathura-Vrindavan typically concentrates around 3-7 days before holi and holi day, with upi dominates quick purchases; cards used for higher-value orders; gujiya ingredients and snacks is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Lucknow,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Gift-oriented and convenience-driven purchases increase,High,Early planning window; 10-15 days before festival,"restaurants: thandai, snacks and festive meals",event catering,grocery store,office-goers,Mixed cash and UPI; customers use QR payments at neighbourhood merchants,Festival bundle discount with minimum order value,Free add-on for orders paid digitally,"Geo-target Lucknow customers with festival-specific messaging for thandai, snacks and festive meals; start before the peak window.","Prioritize thandai, snacks and festive meals; maintain safety stock and faster replenishment during peak days.","Cross-train staff for billing, packing and customer support",Increase last-mile capacity and packing material,Cash-handling and reconciliation issues during peak hours,"Synthetic/example scenario: A grocery store in Lucknow sees rising thandai, snacks and festive meals demand from office-goers customers.",Offer a minimum-order free-delivery threshold and track hourly demand,0.82,"Synthetic example: Holi demand in Lucknow typically concentrates around early planning window; 10-15 days before festival, with mixed cash and upi; customers use qr payments at neighbourhood merchants; thandai, snacks and festive meals is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Lucknow,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Advance purchases rise before the main ritual day,High,3-7 days before Holi and Holi day,travel: short-distance leisure travel,food delivery,delivery merchant,young adults,Mixed cash and UPI; customers use QR payments at neighbourhood merchants,5-10% category discount during peak week,Small instant discount for digital payment,Geo-target Lucknow customers with festival-specific messaging for short-distance leisure travel; start before the peak window.,Prioritize short-distance leisure travel; maintain safety stock and faster replenishment during peak days.,"Cross-train staff for billing, packing and customer support",Coordinate supplier replenishment before peak days,Stockouts on fast-moving SKUs and late replenishment,Synthetic/example scenario: A delivery merchant in Lucknow sees rising short-distance leisure travel demand from young adults customers.,Use targeted local messaging in Lucknow and promote short-distance leisure travel 5-7 days early,0.85,"Synthetic example: Holi demand in Lucknow typically concentrates around 3-7 days before holi and holi day, with digital payments increase during peak hours; contactless/card usage for premium purchases; short-distance leisure travel is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Chandigarh,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Gift-oriented and convenience-driven purchases increase,High,3-7 days before Holi and Holi day,"restaurants: thandai, snacks and festive meals",event catering,grocery store,families,Digital payments increase during peak hours; contactless/card usage for premium purchases,5-10% category discount during peak week,Small instant discount for digital payment,"Geo-target Chandigarh customers with festival-specific messaging for thandai, snacks and festive meals; start before the peak window.","Prioritize thandai, snacks and festive meals; maintain safety stock and faster replenishment during peak days.",Add packing and delivery staff for peak order windows,Coordinate supplier replenishment before peak days,Demand spikes causing queueing and delivery delays,"Synthetic/example scenario: A grocery store in Chandigarh sees rising thandai, snacks and festive meals demand from families customers.",Add temporary staff for peak hours and pre-book delivery capacity,0.93,"Synthetic example: Holi demand in Chandigarh typically concentrates around 3-7 days before holi and holi day, with high upi usage for small and medium tickets; cash remains relevant for local purchases; thandai, snacks and festive meals is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Delhi,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Gift-oriented and convenience-driven purchases increase,High,3-7 days before Holi and Holi day,fashion: white/comfortable casual wear,digital payments,jewellery store,budget-conscious shoppers,Digital payments increase during peak hours; contactless/card usage for premium purchases,Loyalty points or wallet cashback on repeat purchases,Higher loyalty points for UPI transactions,Geo-target Delhi customers with festival-specific messaging for white/comfortable casual wear; start before the peak window.,Prioritize white/comfortable casual wear; maintain safety stock and faster replenishment during peak days.,Add packing and delivery staff for peak order windows,Pre-book local delivery slots and optimize routes,Unsold seasonal inventory after the festival,Synthetic/example scenario: A jewellery store in Delhi sees rising white/comfortable casual wear demand from budget-conscious shoppers customers.,Offer a minimum-order free-delivery threshold and track hourly demand,0.94,"Synthetic example: Holi demand in Delhi typically concentrates around 3-7 days before holi and holi day, with upi dominates quick purchases; cards used for higher-value orders; white/comfortable casual wear is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Lucknow,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Advance purchases rise before the main ritual day,Very High,3-7 days before Holi and Holi day,fashion: white/comfortable casual wear,digital payments,neighbourhood retailer,office-goers,UPI dominates quick purchases; cards used for higher-value orders,Festival bundle discount with minimum order value,Free add-on for orders paid digitally,Geo-target Lucknow customers with festival-specific messaging for white/comfortable casual wear; start before the peak window.,Prioritize white/comfortable casual wear; maintain safety stock and faster replenishment during peak days.,Add 1-2 sales/counter staff during peak hours,Coordinate supplier replenishment before peak days,Unsold seasonal inventory after the festival,Synthetic/example scenario: A neighbourhood retailer in Lucknow sees rising white/comfortable casual wear demand from office-goers customers.,Increase white/comfortable casual wear inventory by 20-35% and set a daily reorder threshold,0.89,"Synthetic example: Holi demand in Lucknow typically concentrates around 3-7 days before holi and holi day, with mixed cash and upi; customers use qr payments at neighbourhood merchants; white/comfortable casual wear is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Ahmedabad,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Bulk buying and family-oriented shopping increases,High,3-7 days before Holi and Holi day,events: party/event supplies,food delivery,delivery merchant,office-goers,UPI dominates quick purchases; cards used for higher-value orders,Festival bundle discount with minimum order value,Free add-on for orders paid digitally,Geo-target Ahmedabad customers with festival-specific messaging for party/event supplies; start before the peak window.,Prioritize party/event supplies; maintain safety stock and faster replenishment during peak days.,Add packing and delivery staff for peak order windows,Increase last-mile capacity and packing material,Demand spikes causing queueing and delivery delays,Synthetic/example scenario: A delivery merchant in Ahmedabad sees rising party/event supplies demand from office-goers customers.,Increase party/event supplies inventory by 20-35% and set a daily reorder threshold,0.89,"Synthetic example: Holi demand in Ahmedabad typically concentrates around 3-7 days before holi and holi day, with digital payments increase during peak hours; contactless/card usage for premium purchases; party/event supplies is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Jaipur,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Bulk buying and family-oriented shopping increases,High,3-7 days before Holi and Holi day,beauty: organic colors and skin-care products,digital payments,sweet shop,office-goers,UPI dominates quick purchases; cards used for higher-value orders,Loyalty points or wallet cashback on repeat purchases,Small instant discount for digital payment,Geo-target Jaipur customers with festival-specific messaging for organic colors and skin-care products; start before the peak window.,Prioritize organic colors and skin-care products; maintain safety stock and faster replenishment during peak days.,"Cross-train staff for billing, packing and customer support",Increase last-mile capacity and packing material,Cash-handling and reconciliation issues during peak hours,Synthetic/example scenario: A sweet shop in Jaipur sees rising organic colors and skin-care products demand from office-goers customers.,Use targeted local messaging in Jaipur and promote organic colors and skin-care products 5-7 days early,0.95,"Synthetic example: Holi demand in Jaipur typically concentrates around 3-7 days before holi and holi day, with high upi usage for small and medium tickets; cash remains relevant for local purchases; organic colors and skin-care products is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Jaipur,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Advance purchases rise before the main ritual day,High,3-7 days before Holi and Holi day,events: party/event supplies,travel booking,home-services provider,office-goers,Mixed cash and UPI; customers use QR payments at neighbourhood merchants,Buy-more-save-more on festive essentials,Free add-on for orders paid digitally,Geo-target Jaipur customers with festival-specific messaging for party/event supplies; start before the peak window.,Prioritize party/event supplies; maintain safety stock and faster replenishment during peak days.,Add 1-2 sales/counter staff during peak hours,Pre-book local delivery slots and optimize routes,Demand spikes causing queueing and delivery delays,Synthetic/example scenario: A home-services provider in Jaipur sees rising party/event supplies demand from office-goers customers.,Use targeted local messaging in Jaipur and promote party/event supplies 5-7 days early,0.95,"Synthetic example: Holi demand in Jaipur typically concentrates around 3-7 days before holi and holi day, with upi dominates quick purchases; cards used for higher-value orders; party/event supplies is relevant to the selected merchant segment."
Holi,Festival of Colors; Dhulandi; Dol Jatra,Major cultural festival,Spring / February-March,Usually 1-2 main days; dates vary annually,Pan-India; especially North and West India,Chandigarh,"Celebration of spring, social bonding, color play and renewal",Holika Dahan; color play; family gatherings; festive meals,Peak-hour walk-ins and quick digital orders increase,High,3-7 days before Holi and Holi day,fashion: white/comfortable casual wear,travel booking,fashion retailer,premium shoppers,Mixed cash and UPI; customers use QR payments at neighbourhood merchants,Free delivery above a threshold,Higher loyalty points for UPI transactions,Geo-target Chandigarh customers with festival-specific messaging for white/comfortable casual wear; start before the peak window.,Prioritize white/comfortable casual wear; maintain safety stock and faster replenishment during peak days.,"Cross-train staff for billing, packing and customer support",Coordinate supplier replenishment before peak days,Unsold seasonal inventory after the festival,Synthetic/example scenario: A fashion retailer in Chandigarh sees rising white/comfortable casual wear demand from premium shoppers customers.,Create a festival bundle around white/comfortable casual wear with a digital-payment incentive,0.91,"Synthetic example: Holi demand in Chandigarh typically concentrates around 3-7 days before holi and holi day, with mixed cash and upi; customers use qr payments at neighbourhood merchants; white/comfortable casual wear is relevant to the selected merchant segment."
